#Digilent WaveForms Impedance Analyzer
#Device Name: Geas_AD2
#Serial Number: SN:210321A68142
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 20 Hz
#Stop: 2000 Hz
#Steps: 501
#Resistor: 10 Ω
#Average: 2
#ProbeResistance: 1.04e+06 Ω
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.51415 V
#Offset: 0.000170477 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.42507 V
#Offset: -2.41231e-05 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm)
65.61905862262381,15.89526239151268,3.935766012456244
66.22622429651823,16.04169041233976,3.942983433790737
66.83900800522285,16.19827220491308,3.950567628130836
67.45746173177378,16.3521654109352,3.957957991605697
68.08163794020018,16.51114068370811,3.965677887798779
68.71158957997493,16.67115539932474,3.973537411148752
69.34737009050633,16.82794320596926,3.981394688319121
69.98903340567146,16.99657164936904,3.989420699640262
70.6366339583914,17.15517165007612,3.99840683376229
71.29022668524885,17.32695318105044,4.007459742391762
71.94986703114847,17.49015977964614,4.015633925731026
72.61561095402028,17.66865750517507,4.025200354466152
73.28751492956665,17.83598735609195,4.034535292472756
73.96563595605325,18.01882016369856,4.044157044883972
74.65003155914413,18.1894791263751,4.054182625592325
75.34075979678178,18.3748479577862,4.064804087255292
76.03787926411225,18.55557245916849,4.075574594548531
76.74144909845576,18.74307214948749,4.085972839764613
77.45152898432345,18.92264243443314,4.097038473815019
78.16817915848043,19.11552055734366,4.108844828754219
78.89146041505569,19.31103332846061,4.120871061189719
79.62143411069947,19.50012132524696,4.132848839538354
80.358162169788,19.69848323783525,4.145801602128287
81.10170708967679,19.89776881004383,4.158462448407813
81.85213194600219,20.09593923080163,4.171850143727597
82.6095003980323,20.30144434158683,4.186172007374773
83.37387669406709,20.50535468485357,4.200689782174101
84.14532567688885,20.71448236506371,4.215280797073025
84.9239127892626,20.92197381914174,4.230477995610255
85.70970407948793,21.13173177673848,4.246563164888602
86.50276620700176,21.34722747727519,4.262420059466043
87.30316644803322,21.56176118256651,4.279782089453764
88.11097270131069,21.77524426634562,4.296903766175102
88.92625349382178,21.99435716524042,4.315017305575244
89.74907798662646,22.22419660043351,4.33392192177581
90.57951598072418,22.44483821809693,4.353329436529317
91.41763792297505,22.67733688292047,4.372688811081828
92.26351491207591,22.90591258084312,4.393777840637183
93.11721870459182,23.13136576711154,4.415468247020626
93.97882172104312,23.37107422083768,4.437581960177266
94.84839705204897,23.60265141541437,4.461788149240677
95.7260184645277,23.83908168832055,4.485221031826979
96.61176040795456,24.0745339801904,4.510165594984078
97.50569802067726,24.31888321535516,4.536227895369164
98.40790713629018,24.56042676545495,4.563390954270386
99.3184642900672,24.80363325338229,4.591480782904221
100.2374467254544,25.04944450348042,4.620549873590639
101.1649324006228,25.29285674190487,4.65103268469956
102.1009999950812,25.53969074663656,4.682945865351853
103.0457289163513,25.79048420923248,4.716006939284394
103.9991993067032,26.03961012947995,4.749976242857576
104.9614920499545,26.2918581650028,4.785622880842863
105.9326887783316,26.54638698421369,4.822945371773755
106.9128718793943,26.78340573629055,4.86213653354582
107.9021245030255,27.02955493834544,4.903336497802647
108.9005305684842,27.27599229899323,4.946514860754837
109.9081747715249,27.53221626363332,4.99159567551822
110.9251425915821,27.77382134128319,5.038426691137972
111.951520299022,27.87940170945097,5.082396629188509
112.9873949624605,28.10657358538491,5.127536927860227
114.0328544561495,28.34710796223066,5.179581585479652
115.0879874674314,28.59028389690965,5.23382135029205
116.1528835042624,28.8126083643256,5.29111223899068
117.2276329028058,29.03729341963274,5.351458757399834
118.3123268350948,29.25423449722392,5.414933372417921
119.4070573167674,29.46066270392695,5.482275631484202
120.5119172148716,29.64936015192217,5.554236832734679
121.6270002557436,29.84294256830314,5.627387017051046
122.7524010329589,30.01559435656296,5.706517732166224
123.8882150153563,30.19657349208085,5.78909548813315
125.0345385551372,30.33531753825698,5.878108832916427
126.1914688960387,30.46448948255184,5.971177452715604
127.3591041815832,30.56976475106815,6.068938099678571
128.5375434634039,30.66874856348873,6.172384692451929
129.7268867096477,30.72154630673421,6.280933709104554
130.927234813455,30.78117580028962,6.396504572968556
132.1386896015191,30.78785144200315,6.520933429382758
133.3613538427244,30.75773337649369,6.651245130604505
134.5953312568635,30.69848307682846,6.789026673390122
135.8407265234369,30.58461152234137,6.936049163457287
137.0976452905323,30.42497382505609,7.087761012191108
138.3661941837873,30.20385266048752,7.250998035510065
139.6464808154342,29.93952769918706,7.423095487412175
140.9386137934293,29.59227311064956,7.603132876796135
142.2427027306658,29.18451547078494,7.793887258038827
143.5588582542723,28.68102701458593,7.996422207863646
144.887192014998,28.10033087792127,8.204867218840073
146.2278166966834,27.39783083176803,8.426468458300269
147.5808460258201,26.61254331749599,8.654537203089861
148.9463947811978,25.71781654162819,8.889443514698627
150.3245788036411,24.69760156392283,9.131776161637815
151.7155150058367,23.55656848341745,9.380876501227256
153.1193213822512,22.27864343967,9.635471528214959
154.5361170191404,20.85979533137461,9.888951718987624
155.9660221046517,19.31184467870241,10.143377988768
157.4091579390197,17.59979747562374,10.39153596059999
158.8656469448563,15.72813491941348,10.63229773177338
160.3356126775358,13.70353435544062,10.85567189689148
161.8191798356764,11.55397663161609,11.05672645399015
163.3164742717184,9.285509111055635,11.23374722085618
164.8276230026004,6.92773643501945,11.37521313085143
166.3527542205342,4.454587792979391,11.48051642980181
167.8919973038795,1.933439393950256,11.54277630484344
169.4454828281193,-0.6095719863618171,11.55699026163724
171.0133425769367,-3.110500888963148,11.54253408726675
172.595709553394,-5.624449970569879,11.47673348025427
174.1927179912161,-8.091734360604882,11.37093640286315
175.8045033661768,-10.48118647177497,11.22616874564022
177.4312024075922,-12.74607093980977,11.04609670051414
179.0729531099188,-14.84267173829067,10.84662582083365
180.7298947444603,-16.84230929124051,10.62355263389429
182.4021678711819,-18.6958546167458,10.38294423130257
184.0899143506342,-20.38503475921567,10.13050210931492
185.7932773559872,-21.94779545011221,9.875394946627084
187.512401385176,-23.34366230559152,9.614384506167744
189.2474322731586,-24.60598338703463,9.356317799302486
190.9985172042872,-25.7143300628336,9.100518962027703
192.7658047247941,-26.68142429552011,8.849369997626912
194.549444755393,-27.51772623044983,8.606028680560806
196.3495886039969,-28.22159042006085,8.37637488999264
198.1663889785535,-28.84807865914377,8.156886926956194
200,-29.37274214472774,7.946450721185492
201.8505772153369,-29.77518240277533,7.744218156586382
203.7182776108234,-30.13360300910164,7.55410121262486
205.6032596252947,-30.40478685768777,7.375436526430577
207.5056831636025,-30.62867059657457,7.205795907100294
209.4257096101799,-30.78364107508486,7.041412792275382
211.3635018427317,-30.89615595547163,6.889007540195194
213.3192242460516,-30.96506716978058,6.74385670910178
215.293042725967,-30.97087921837409,6.605906267746633
217.2851247234131,-30.90212473352631,6.4808358868378
219.295639228637,-30.85549042072653,6.362734496531183
221.3247567955333,-30.79413187198968,6.241946884283988
223.3726495561122,-30.72286200992059,6.133761830710674
225.4394912351021,-30.5765297885695,6.027525614250409
227.5254571646862,-30.44433546534985,5.930841704814106
229.6307242993766,-30.30004436968151,5.831905516866287
231.7554712310252,-30.12842063138465,5.740605520333076
233.8998782039742,-29.9427413381386,5.652797256667329
236.064127130346,-29.74152675249165,5.566888370741859
238.248401605475,-29.53501243542872,5.488715877557555
240.4528869234826,-29.29317460582457,5.409434357836182
242.6777700929955,-29.02266844420684,5.333751123198949
244.9232398530098,-28.71939434481557,5.264325612730324
247.1894866889022,-28.4246446251049,5.196849854024933
249.4767028485886,-28.11913145100099,5.131351839278119
251.7850823588335,-27.78105021024391,5.072257085746892
254.1148210417084,-27.41877230053467,5.015920409884116
256.4661165312044,-27.10163163834759,4.966421433617182
258.8391682899972,-26.77827643071441,4.91535354513092
261.2341776263684,-26.46677189877396,4.870627255022707
263.6513477112815,-26.18897840097884,4.823793580966403
266.0908835956183,-25.90672103420704,4.780277815861427
268.5529922275726,-25.60802019050173,4.736232719638745
271.0378824702071,-25.32113931114132,4.693647912500229
273.5457651191697,-25.00560453081908,4.652520805924032
276.0768529205769,-24.67251013766404,4.611614138069174
278.6313605890606,-24.33723797292631,4.571726928875438
281.2095048259827,-23.99959172662183,4.534801478792757
283.8115043378183,-23.64753136392977,4.498239175160409
286.4375798547086,-23.2881045869673,4.463874983085836
289.0879541491854,-22.92807194359792,4.432539071439924
291.7628520550696,-22.56189122897189,4.401697606386965
294.4625004865437,-22.20377485510967,4.372955448347234
297.1871284574013,-21.83250374404144,4.346599889134898
299.9369671004746,-21.46452693093224,4.319945851222276
302.7122496872416,-21.11795513293747,4.296061541162698
305.5132116476145,-20.75325790145467,4.272171154648229
308.3400905899118,-20.40109958906282,4.250280542174895
311.1931263210149,-20.03431230001335,4.228414763008752
314.0725608667105,-19.69040879425969,4.2094041633372
316.9786384922227,-19.34637257143237,4.18960718008341
319.9116057229338,-19.00893685465895,4.172198207256934
322.8717113652972,-18.67163569761931,4.155662734566839
325.8592065279445,-18.34397207559835,4.139942466085017
328.8743446429863,-18.03549266845632,4.125516174046846
331.9173814875121,-17.72343718237277,4.109790141867547
334.9885752052875,-17.43012121904267,4.096202075074576
338.0881863286529,-17.11178231744842,4.081363869633933
341.2164778006247,-16.81824023956048,4.06793243971244
344.3737149972014,-16.5179723325028,4.053880600122004
347.5601657498751,-16.22653921005049,4.041386344945594
350.7761003683522,-15.92678392523059,4.02854561657173
354.0217916634842,-15.629736554541,4.016573633073785
357.2975149704101,-15.33505413065377,4.005033177279757
360.6035481719138,-15.02750650549169,3.994430454526972
363.9401717219967,-14.73572257745857,3.984124382963056
367.3076686696693,-14.44320618939935,3.974718358820124
370.7063246829622,-14.14831755354952,3.966156373908694
374.1364280731601,-13.86707666601363,3.957184846922261
377.5982698192587,-13.59749089455603,3.949678458346079
381.0921435926495,-13.3132501191547,3.942065736499155
384.6183457820317,-13.03372938183285,3.934715431057204
388.1771755185557,-12.77269090410529,3.927746516401099
391.768934701198,-12.50162020337001,3.92055499342514
395.3939280223722,-12.23334557396107,3.915657061560841
399.052462993776,-11.96903412220357,3.909872778026104
402.7448499724777,-11.70514613490229,3.905610899218463
406.4714021872444,-11.44494844680417,3.900254828333367
410.2324357651132,-11.19962322749327,3.897977347266464
414.0282697582085,-10.96128692369158,3.895690738769216
417.859226170808,-10.74792207635097,3.890386369574106
421.725629986658,-10.56063676458667,3.887810209418562
425.6278091965425,-10.34016819889763,3.882038469901035
429.5660948261068,-10.1246403398119,3.876795871287065
433.540820963939,-9.916467528197504,3.872606838896981
437.5523247899106,-9.693983323531032,3.867945120296616
441.6009466037801,-9.459394247994295,3.863441177866671
445.6870298540608,-9.234975410143548,3.860530131066281
449.8109211671563,-9.018610950672171,3.856760683864476
453.9729703767645,-8.786787152563882,3.854769374104178
458.1735305535547,-8.574845650864717,3.851367113742238
462.4129580351191,-8.359831790988448,3.849565731458174
466.6916124562007,-8.154765404758891,3.846813601520589
471.009856779202,-7.945425739458306,3.844199728811799
475.3680573249752,-7.74016703240209,3.841934099695755
479.766583803898,-7.528298149478418,3.840015750265189
484.2058093472355,-7.332758296915117,3.838457338251454
488.6861105387943,-7.119029463125243,3.837321539285016
493.2078674468677,-6.927485715432198,3.83706837875804
497.7714636564781,-6.725187787940428,3.83539749037577
502.3772863019159,-6.535689466294801,3.834715364034824
507.0257260995814,-6.34438873348163,3.833879569485036
511.7171773811291,-6.161114737092871,3.833388539961472
516.4520381269192,-5.970369177688696,3.833743461302245
521.230709999779,-5.782766522209404,3.833000112313032
526.0535983790763,-5.604401419577903,3.833009560905187
530.9211123951078,-5.422171081342985,3.832986895188871
535.8336649638062,-5.242484313438903,3.833526738443219
540.7916728217687,-5.070358472224659,3.833774511106441
545.795556561608,-4.893713422470255,3.834351988425651
550.8457406676332,-4.722171813399688,3.835041528801038
555.9426535518577,-4.554407253173626,3.83708792584747
561.0867275903427,-4.38317101339346,3.837644868389632
566.2783991598758,-4.234380879746539,3.83956558717181
571.5181086749893,-4.077171466554579,3.840679625750123
576.8063006253211,-3.923277220140495,3.842697792326935
582.143423613321,-3.784569458327907,3.844283114002652
587.5299303923061,-3.645072402332067,3.845921074064586
592.9662779048684,-3.50868243387382,3.847960052518894
598.4529273216378,-3.381846944039846,3.848920449755429
603.9903440804032,-3.261190018833454,3.849027519511832
609.5789979255966,-3.137803635089254,3.850543840628417
615.2193629481416,-3.009767780115095,3.850469873313906
620.9119176256711,-2.873715834891107,3.850387082025636
626.6571448631171,-2.731191463600348,3.8506801185072
632.4555320336759,-2.59340468337346,3.85129774018985
638.3075710201523,-2.452432561262173,3.852525278690033
644.2137582566869,-2.324917999687883,3.85344991125316
650.1745947708688,-2.200229129128283,3.854096321069431
656.190586226238,-2.07656983751461,3.85441174901878
662.2622429651822,-1.939418530469512,3.855501640523721
668.3900800522285,-1.795199041345022,3.855717393270987
674.5746173177379,-1.671019516755885,3.857086700994329
680.8163794020018,-1.518389557758005,3.8578560992129
687.1158957997493,-1.396839968018058,3.858576159979888
693.4737009050633,-1.250171460653222,3.860476517621759
699.8903340567147,-1.127134193655532,3.861701217238934
706.3663395839141,-0.9960864103195834,3.863835301283657
712.9022668524885,-0.859131385756016,3.865837630050661
719.4986703114847,-0.7323724100887057,3.866687372711934
726.1561095402028,-0.6066432890827862,3.869441992261443
732.8751492956667,-0.4763504465903334,3.870890744277604
739.6563595605326,-0.3464953463945339,3.872814067031565
746.5003155914412,-0.2085397962070074,3.874309614856469
753.4075979678179,-0.09679180217539507,3.876653775960008
760.3787926411225,0.02831207541260452,3.879196354481758
767.4144909845577,0.1574034422036003,3.881918594348069
774.5152898432345,0.274062518495603,3.884338796241438
781.6817915848043,0.4025560593979726,3.887258757762611
788.9146041505569,0.5234658529787261,3.889361462592148
796.2143411069947,0.6446439687705865,3.892653671402485
803.5816216978801,0.7548044628968444,3.895154093031844
811.0170708967679,0.8756886849077515,3.897773005796665
818.5213194600219,0.9978300065142761,3.900683045784513
826.0950039803229,1.116790036578718,3.90403929958271
833.7387669406711,1.231469825270238,3.90724393667118
841.4532567688884,1.32819754346159,3.910400931154371
849.2391278926256,1.438250508245583,3.913682495553026
857.0970407948788,1.540699741326685,3.916903199352761
865.0276620700173,1.637344979256194,3.920128229303007
873.0316644803318,1.748804832595837,3.923117740437945
881.1097270131064,1.846369180949574,3.926853720443788
889.2625349382172,1.95460133260125,3.929218469582131
897.4907798662641,2.051979993201113,3.932215660851253
905.7951598072414,2.151779326737055,3.935591166125354
914.17637922975,2.255501779157017,3.938632995519374
922.6351491207586,2.358317008650092,3.943186157544292
931.1721870459178,2.452917469921655,3.945718108760239
939.7882172104307,2.549537065448951,3.949826159818769
948.4839705204892,2.637657550399579,3.952635831578331
957.2601846452765,2.734749856130152,3.955995541560832
966.1176040795451,2.819907588638237,3.960485718402891
975.0569802067726,2.923821366318963,3.962857380252463
984.0790713629017,3.018875382554123,3.965921777031101
993.1846429006721,3.105552362162471,3.969731125957087
1002.374467254544,3.205035282382849,3.973147484368322
1011.649324006228,3.302288873036309,3.976477131639206
1021.009999950812,3.3997283971956,3.980998877845618
1030.457289163513,3.490856628370219,3.984278943445575
1039.991993067032,3.58483101695808,3.988460823089373
1049.614920499545,3.665242766089952,3.991231971246929
1059.326887783315,3.75904320246808,3.995547308171802
1069.128718793943,3.852615162360602,3.999474011736514
1079.021245030255,3.929497208730822,4.004244958216163
1089.005305684842,4.011917632262653,4.007596484657529
1099.081747715249,4.108176601693071,4.010954975977141
1109.251425915822,4.186979654750441,4.015813043093461
1119.51520299022,4.267012627569995,4.020040118646401
1129.873949624605,4.354378129882115,4.024946558834664
1140.328544561495,4.443476463432662,4.027954777239575
1150.879874674314,4.517669866993145,4.032549317919667
1161.528835042624,4.602789683902323,4.036436919583494
1172.276329028057,4.678058381821848,4.041257053982047
1183.123268350948,4.761590836377749,4.045408821745918
1194.070573167674,4.83725624202622,4.050298605487228
1205.119172148716,4.911470958253328,4.054456921542657
1216.270002557436,4.997517899337876,4.058805636056037
1227.524010329589,5.067779340702599,4.063912985006557
1238.882150153563,5.145151589503049,4.067721244814952
1250.345385551372,5.215587003221257,4.073008965206157
1261.914688960387,5.272688886160315,4.077527954380986
1273.591041815832,5.356038171465637,4.081783995308363
1285.375434634039,5.421837790558878,4.085802755314273
1297.268867096477,5.493230878250593,4.089658569443098
1309.27234813455,5.560414123141636,4.095145771442636
1321.386896015192,5.629937953486253,4.100455763694276
1333.613538427245,5.69844100543659,4.103820184906755
1345.953312568636,5.771391549917083,4.108678800428677
1358.407265234369,5.843104111573167,4.113695716811376
1370.976452905323,5.895096180914741,4.118512719697612
1383.661941837873,5.960735026197244,4.122810523040254
1396.464808154343,6.030231862268417,4.128856363410478
1409.386137934294,6.094905474600035,4.132687914928715
1422.427027306658,6.162826262185272,4.136478926489613
1435.588582542724,6.217830208136103,4.141629101487884
1448.87192014998,6.285001979776647,4.147079229414341
1462.278166966835,6.349551995182252,4.152153693000438
1475.808460258202,6.405798252870064,4.156713447779575
1489.463947811978,6.462228061117179,4.161237825172615
1503.24578803641,6.520185745173384,4.166570121341219
1517.155150058367,6.57121538315103,4.171631648526963
1531.193213822512,6.638426155775346,4.176078939949143
1545.361170191404,6.692793431272144,4.18046369202754
1559.660221046517,6.744925356333352,4.184956219032127
1574.091579390197,6.800110178342154,4.189835314208434
1588.656469448563,6.861716245879856,4.194975091433228
1603.356126775358,6.91153227216179,4.199420290567748
1618.191798356764,6.972255203771076,4.203149561737206
1633.164742717184,7.017016477398582,4.208231689611265
1648.276230026004,7.077659330882793,4.213351055484116
1663.527542205342,7.131466764749161,4.217589442422192
1678.919973038795,7.197991928470302,4.222163179268192
1694.454828281193,7.250415727611228,4.227170861467672
1710.133425769366,7.309096481358412,4.23234141642333
1725.95709553394,7.370430815785505,4.237256210848905
1741.927179912161,7.415705411292556,4.241618521291644
1758.045033661768,7.476071352997587,4.246961557267985
1774.312024075921,7.539680422407734,4.251695279600269
1790.729531099188,7.594442302128469,4.256760351276097
1807.298947444603,7.655772996476322,4.262214375739067
1824.021678711819,7.711802220028196,4.265814259540513
1840.899143506342,7.781556404597183,4.271865274968212
1857.932773559872,7.831851656740357,4.27806511979995
1875.12401385176,7.893006499215634,4.283852943565712
1892.474322731586,7.965111770913411,4.291407041574957
1909.985172042872,8.030975368204194,4.299349036505197
1927.658047247941,8.066049741771423,4.307683618764223
1945.49444755393,8.086830524317401,4.316368794439829
1963.495886039969,8.069796006539267,4.321895633079056
1981.663889785535,8.056888010234941,4.32699598950289
2000,8.069081595298169,4.329994145450241
